epoch,train_loss,val_loss,val_acc,val_f1
1,9.032912892599901,6.021602337559064,0.716796875,0.6649304031908244
2,7.167624728133281,4.743772700428963,0.7643229166666666,0.7239604428472224
3,6.077169059465329,4.2655376096566515,0.7877604166666666,0.7643728211662449
4,5.287729495515426,3.7555322845776877,0.8001302083333334,0.7824840000522456
5,4.739500631888707,3.4767388676603637,0.8216145833333334,0.8118884193668191
6,4.494484047094981,3.395867168903351,0.8125,0.7998573834405049
7,4.273223328093688,3.250769858558973,0.8268229166666666,0.8193101769671753
8,4.099739301328857,3.2091350282231965,0.8268229166666666,0.8199403590928475
9,3.9584704830000796,3.161198414862156,0.8255208333333334,0.8167755795774335
10,3.878150533263882,3.1086981321374574,0.8274739583333334,0.8214292344108797
11,3.7727914806455374,3.0366990814606347,0.8352864583333334,0.8324916990834693
12,3.650850083989402,3.007305326561133,0.830078125,0.8283212845473181
13,3.723678680447241,3.116294418772062,0.8372395833333334,0.8388318471172319
14,3.571516452357173,2.99495034913222,0.8346354166666666,0.8339424199699472
15,3.4747701538726687,3.019745334982872,0.8307291666666666,0.8283947611941643
16,3.511750058270991,3.0855052322149277,0.8333333333333334,0.8339660046231705
17,3.4815197003384433,2.8897906616330147,0.8352864583333334,0.8372980716368498
18,3.407733761395017,2.907999239861965,0.8365885416666666,0.8359140184160173
19,3.3574085952714086,2.9026637747883797,0.8404947916666666,0.8391412599285406
20,3.336652067179481,3.0279155895113945,0.8365885416666666,0.8331010046598243
21,3.3332205824553967,3.0194776778419814,0.8352864583333334,0.8349912501973823
22,3.259190734786292,2.9280022233724594,0.8313802083333334,0.8286424244781392
23,3.2307654563337564,2.9112733056147895,0.837890625,0.8371115300859496
24,3.164734992198646,2.8352983643611274,0.8404947916666666,0.8408740241918532
25,3.185024923955401,2.8628999764720597,0.8424479166666666,0.8438496284985663
26,3.106030996888876,2.8605140522122383,0.8391927083333334,0.8391732837280371
27,3.163125769390414,2.845667970677217,0.8391927083333334,0.8420923402686805
28,3.079377054857711,2.8837385127941766,0.8391927083333334,0.8408980458425753
29,3.124318785344561,2.8004278540611267,0.8411458333333334,0.8432840647951183
30,3.104488008034726,2.850888448456923,0.8391927083333334,0.8403375470872977
31,3.121144261851441,2.842631640533606,0.8326822916666666,0.8374983273295179
32,3.1624758820980787,2.8758083234230676,0.83984375,0.8414477485322557
33,3.119310127881666,2.815935874978701,0.8391927083333334,0.8402350263605989
34,3.0645166657244167,2.8288235490520797,0.8404947916666666,0.8427067643922784
35,2.974710033585628,2.909667377670606,0.8391927083333334,0.8378986964441509
36,2.961488291931649,2.8473893528183303,0.8404947916666666,0.8407569764950685
37,3.019125872912506,2.843427670498689,0.8352864583333334,0.8355301249040314
38,2.9848130722530186,2.82352497925361,0.8391927083333334,0.8398056213464996
39,2.9858303343256316,2.840509610871474,0.8424479166666666,0.8444207586046676
40,3.018766788610568,2.810371495783329,0.8352864583333334,0.8392064574090288
41,2.9540974693372846,2.8284408251444497,0.8385416666666666,0.8413885125882881
42,2.9230700650562844,2.8039886181553206,0.83984375,0.8403229530516373
43,2.945633564532424,2.8113160679737725,0.833984375,0.833880900242865
44,2.95112427106748,2.8201680978139243,0.833984375,0.8351603270303934
45,2.9460571877037487,2.8093159372607865,0.8352864583333334,0.8375421940442154
46,2.924935874839624,2.8195447772741318,0.8359375,0.8390188113658278
47,2.901286208691696,2.82307897011439,0.8391927083333334,0.8408840928730458
48,2.8586550558296344,2.8282914410034814,0.8359375,0.8380028852582209
49,2.852844773326069,2.8409583320220313,0.8430989583333334,0.8442792475325086
50,2.899898391837875,2.827998394767443,0.833984375,0.8365015899031439
51,2.9580282705525556,2.799529992043972,0.8346354166666666,0.8377067944073368
52,2.9412095209894082,2.806222622593244,0.8411458333333334,0.8440540614210047
53,2.8982046588207595,2.8299230188131332,0.8326822916666666,0.8311744819176788
54,2.853361867989103,2.7913048043847084,0.8365885416666666,0.8385867064505788
