epoch,train_loss,val_loss,val_acc,val_f1
1,8.265640926732164,4.452705530019907,0.7310311284046692,0.7463306707520467
2,6.0090829518982405,3.85506623341487,0.742704280155642,0.769929501976477
3,4.9228959649453365,3.487527762926542,0.7553501945525292,0.7859765873658424
4,4.5061313827677925,3.3930606768681453,0.7587548638132295,0.7926560260103757
5,4.277310221111728,3.291349035042983,0.7621595330739299,0.8015151669682389
6,4.06874315747955,3.2627097093141995,0.7655642023346303,0.8034509898973389
7,3.9586652058107843,3.180404419165391,0.7650778210116731,0.799148378919594
8,4.009473661968216,3.2029937725800735,0.7616731517509727,0.7934168276571755
9,3.7526299062869892,3.142027274461893,0.7641050583657587,0.8042083164789586
10,3.694597353731148,3.1112407445907593,0.7645914396887159,0.8014849567947264
11,3.644115736976208,3.0972599763136643,0.767023346303502,0.8058489263696398
12,3.651713272013089,3.1068869911707364,0.767023346303502,0.8017952431036531
13,3.5685291791240528,3.0697206277113693,0.7660505836575876,0.8061110618257813
14,3.5393645250843657,3.04618134865394,0.7723735408560312,0.8110863364499442
15,3.5416465097828134,3.0316174011964065,0.7709143968871596,0.8090236433137504
16,3.4481884881216263,2.972384759095999,0.7665369649805448,0.8023552616844117
17,3.43984224916896,3.0198589416650625,0.7645914396887159,0.8030982150654519
18,3.4254244069644915,3.0245813397260815,0.7675097276264592,0.8068135834210817
19,3.429907376664158,3.0019223873431864,0.771887159533074,0.8148182708662773
20,3.3190402066197375,2.9441789948023285,0.7733463035019456,0.8155088727192167
21,3.373031907044496,2.9636344093542832,0.7636186770428015,0.7994078567871546
22,3.3306965544993776,3.0015514648877657,0.7665369649805448,0.8074849581632351
23,3.28113238380113,2.9186636943083544,0.7738326848249028,0.8139723024752158
24,3.3109757983730925,2.9286926984786987,0.7709143968871596,0.8095850064219415
25,3.258267909172444,2.9750405467473544,0.7636186770428015,0.8010981555417326
26,3.2180605658297408,2.951206795985882,0.7699416342412452,0.8069257400033
27,3.2001654596180305,2.91214670584752,0.771887159533074,0.8148971919809015
28,3.1530833174746324,3.072376346588135,0.7699416342412452,0.8150654832107264
29,3.229819789934715,2.9268254866966834,0.7714007782101168,0.8153105084662428
30,3.2138859627311795,2.98267049239232,0.7709143968871596,0.8093539712389602
31,3.200902339317455,2.936969083089095,0.767023346303502,0.8146867644973074
32,3.197676913515603,2.920287220294659,0.7714007782101168,0.8131529279935653
33,3.1806841722258334,2.97973536161276,0.7709143968871596,0.8173057656189889
34,3.1478108571197274,2.9201611986527074,0.7665369649805448,0.8109142567602031
35,3.0667828377118833,2.931381725347959,0.7665369649805448,0.808909370324006
36,3.110623954567,2.9062704856579122,0.7699416342412452,0.8126861944825671
37,3.0382562699484916,2.927327043276567,0.7699416342412452,0.8184432341137619
38,3.119923755352599,2.9213488853894747,0.7723735408560312,0.8137535459229651
39,3.0812265914701764,2.9408526558142443,0.7709143968871596,0.8138723440913829
40,3.003693586193634,2.9152501257566303,0.7723735408560312,0.8112850369605766
41,2.981468590780919,2.9328941886241617,0.7665369649805448,0.8115620523637265
42,2.983615626620875,3.0193642020225524,0.7631322957198443,0.8118873301386228
43,2.9174447713658966,2.90375058559271,0.767023346303502,0.8141701209459095
44,2.925232821401455,2.899872903640454,0.769455252918288,0.8185867758009534
45,3.011451735570737,2.9029947721041167,0.767023346303502,0.8183906496157571
46,2.98617947843752,2.86075114103464,0.7655642023346303,0.8174847584560204
47,2.9069179152700224,2.8279217252364526,0.767023346303502,0.8192461884099204
48,2.9797190720005258,2.980211627483368,0.7660505836575876,0.8131491024902097
49,2.91338206404378,2.9071046379896313,0.7650778210116731,0.8150026431361832
50,2.8805499396899332,2.902734625339508,0.7631322957198443,0.811711282841472
51,2.9281697866981595,2.8807785795285152,0.7689688715953308,0.8218701314479548
52,2.9424570668996077,2.885446412746723,0.7704280155642024,0.8192144077228317
53,2.9389861144908207,2.9612180929917558,0.7611867704280155,0.8122370885570994
54,2.875696654333679,2.916201824408311,0.7602140077821011,0.8130176359708878
55,2.858371797702656,2.9005866142419667,0.7660505836575876,0.8170255366714824
56,2.9005406079125313,2.8874380166714007,0.7679961089494164,0.8181329937411311
57,2.8662067280669157,2.8392317249224734,0.7684824902723736,0.820599643839342
58,2.8799055353212912,2.868363015468304,0.7650778210116731,0.8177354004047416
59,2.907250198640712,2.9334854456094597,0.7679961089494164,0.8172055415781507
60,2.900713261927148,2.9496194802797757,0.7684824902723736,0.8179642190197546
61,2.8427340453236947,2.8731356556598957,0.769455252918288,0.8202510688584034
62,2.8206957467335205,2.9025312442045945,0.7655642023346303,0.8163347397076405
63,2.817566126700969,2.8862827319365283,0.7631322957198443,0.8150894258263802
64,2.855982657536458,2.869401652079362,0.7699416342412452,0.8186455291544307
65,2.857184221772368,2.8591399357869074,0.7665369649805448,0.8208145797775833
66,2.816363022485132,2.8949325854961687,0.7660505836575876,0.8178893603568649
